Trial	Stimulus	StimulusID	StartPosXYZ	EndPosXYZ	StartRotXYZ	EndRotXYZ
1	1	StretchableCube-Orange	-0.05046461,1.028206,0.3061064	0.03610922,0.9181302,0.2326693	0.192235,-0.7144875,-0.3024581	0.192235,-0.7144875,-0.3024581
1	2	StretchableCube-Blue	-0.08849078,0.9561031,0.3967305	-0.008617559,0.9020905,0.2138827	0.07100882,-0.6352885,-0.6529619	0.07100882,-0.6352885,-0.6529619
1	3	StretchableCube-Red	-0.004076087,0.7900441,0.2628611	-0.07282674,0.9524189,0.2745543	-0.6352891,-0.006326821,-0.6796454	-0.6352891,-0.006326821,-0.6796454
