----------New Stimuli List Generated----------
-8587871635678081370
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,0,0,0
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,0,0,0
StretchableCube-Red:-0.02620884,1.004126,0.334442,0.6799481,0.06516679,0.05532719,0.7282601,0,0,0
-8587871635678006287
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,4E-05,4E-05,4E-05
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,2E-05,2E-05,2E-05
StretchableCube-Red:-0.02620884,1.004126,0.334442,0.6799481,0.06516679,0.05532719,0.7282601,0,0,0
-8587871635676388370
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,0.0004151371,0.0004151371,0.0004151371
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,0.0002375685,0.0002375685,0.0002375685
StretchableCube-Red:-0.02620884,1.004126,0.334442,0.6799481,0.06516679,0.05532719,0.7282601,6E-05,6E-05,6E-05
-8587871635676168159
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,0.0009982106,0.0009982106,0.0009982106
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,0.0007954581,0.0007954581,0.0007954581
StretchableCube-Red:-0.02620884,1.004126,0.334442,0.6799481,0.06516679,0.05532719,0.7282601,0.0005927056,0.0005927056,0.0005927056
-8587871635676018018
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,0.001639605,0.001639605,0.001639605
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,0.001420284,0.001420284,0.001420284
StretchableCube-Red:-0.02620884,1.004126,0.334442,0.6799481,0.06516679,0.05532719,0.7282601,0.001200963,0.001200963,0.001200963
-8587871635675847852
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,0.002330701,0.002330701,0.002330701
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,0.002094814,0.002094814,0.002094814
StretchableCube-Red:-0.02620884,1.004126,0.334442,0.6799481,0.06516679,0.05532719,0.7282601,0.001858926,0.001858926,0.001858926
-8587871635675687543
StretchableCube-Yellow:0.07296333,0.9488091,0.2036142,-0.3216459,0.6665205,-0.5484616,0.3892097,0.003071495,0.003071495,0.003071495
StretchableCube-Blue:-0.0712676,0.9049113,0.200005,-0.1427959,-0.5863852,-0.6455699,0.4679758,0.002819042,0.002819042,0.002819042
