Trial	Stimulus	StimulusID	StartPosXYZ	EndPosXYZ	StartRotXYZ	EndRotXYZ
1	1	StretchableCube-Red	0.09515216,0.829344,0.3382791	0.1827663,0.9974394,0.3218609	-0.05428765,-0.4673027,-0.5445004	-0.05428765,-0.4673027,-0.5445004
1	2	StretchableCube-Orange	-0.08488512,1.002544,0.2287169	0.01560122,0.9993393,0.2884249	0.20309,-0.863227,-0.02554349	0.20309,-0.863227,-0.02554349
1	3	StretchableCube-Yellow	0.06297438,0.9796477,0.2162132	-0.1069995,0.9828635,0.2715156	-0.4367817,0.7610498,-0.4020303	-0.4367817,0.7610498,-0.4020303
